name,pokedex_number,abilities,,,typing,,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape
Bellsprout,69,Chlorophyll,Gluttony,,Grass,Poison,50,75,35,70,30,40,7,40,Flower Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Grass,,20,70,TRUE,,Green,Humanoid
Weepinbell,70,Chlorophyll,Gluttony,,Grass,Poison,65,90,50,85,45,55,10,64,Flycatcher Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,137,120,Grass,,20,70,TRUE,Bellsprout,Green,Blob
Victreebel,71,Chlorophyll,Gluttony,,Grass,Poison,80,105,65,100,70,70,17,155,Flycatcher Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,221,45,Grass,,20,70,FALSE,Weepinbell,Green,Blob
Tentacool,72,Clear Body,Liquid Ooze,Rain Dish,Water,Poison,40,40,35,50,100,70,9,455,Jellyfish Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,67,190,Water 3,,20,70,TRUE,,Blue,Tentacles
Tentacruel,73,Clear Body,Liquid Ooze,Rain Dish,Water,Poison,80,70,65,80,120,100,16,550,Jellyfish Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,180,60,Water 3,,20,70,FALSE,Tentacool,Blue,Tentacles
Geodude,74,Rock Head,Sturdy,Sand Veil,Rock,Ground,40,80,100,30,30,20,4,200,Rock Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Mineral,,15,70,TRUE,,Brown,Arms
Geodude Alola,74,Magnet Pull,Sturdy,Galvanize,Rock,Electric,40,80,100,30,30,20,4,203,Rock Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,255,Mineral,,15,70,TRUE,,Brown,Arms
Graveler,75,Rock Head,Sturdy,Sand Veil,Rock,Ground,55,95,115,45,45,35,10,1050,Rock Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,137,120,Mineral,,15,70,TRUE,Geodude,Brown,Humanoid
Graveler Alola,75,Magnet Pull,Sturdy,Galvanize,Rock,Electric,55,95,115,45,45,35,10,1100,Rock Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,137,120,Mineral,,15,70,TRUE,Geodude,Brown,Humanoid
Golem,76,Rock Head,Sturdy,Sand Veil,Rock,Ground,80,120,130,55,65,45,14,3000,Megaton Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,223,45,Mineral,,15,70,FALSE,Graveler,Brown,Humanoid
Golem Alola,76,Magnet Pull,Sturdy,Galvanize,Rock,Electric,80,120,130,55,65,45,17,3160,Megaton Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,223,45,Mineral,,15,70,FALSE,Graveler,Brown,Humanoid
Ponyta,77,Run Away,Flash Fire,Flame Body,Fire,,50,85,55,65,65,90,10,300,Fire Horse Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,82,190,Field,,20,70,TRUE,,Yellow,Quadruped
Ponyta Galar,77,Run Away,Pastel Veil,Anticipation,Psychic,,50,85,55,65,65,90,8,240,Fire Horse Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,190,Field,,20,70,TRUE,,Yellow,Quadruped
Rapidash,78,Run Away,Flash Fire,Flame Body,Fire,,65,100,70,80,80,105,17,950,Fire Horse Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,60,Field,,20,70,FALSE,Ponyta,Yellow,Quadruped
Rapidash Galar,78,Run Away,Pastel Veil,Anticipation,Psychic,Fairy,65,100,70,80,80,105,17,800,Fire Horse Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,175,60,Field,,20,70,FALSE,Ponyta,Yellow,Quadruped
Slowpoke,79,Oblivious,Own Tempo,Regenerator,Water,Psychic,90,65,65,40,40,15,12,360,Dopey Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,190,Monster,Water 1,20,70,TRUE,,Pink,Quadruped
Slowpoke Galar,79,Gluttony,Own Tempo,Regenerator,Psychic,,90,65,65,40,40,15,12,360,Dopey Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,190,Monster,Water 1,20,70,TRUE,,Pink,Quadruped
Slowbro,80,Oblivious,Own Tempo,Regenerator,Water,Psychic,95,75,110,100,80,30,16,785,Hermit Crab Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,172,75,Monster,Water 1,20,70,FALSE,Slowpoke,Pink,Upright
Slowbro Galar,80,Quick Draw,Own Tempo,Regenerator,Poison,Psychic,95,100,95,100,70,30,16,705,Hermit Crab Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,172,75,Monster,Water 1,20,70,FALSE,Slowpoke,Pink,Upright
Slowbro Mega,80,Shell Armor,,,Water,Psychic,95,75,180,130,80,30,20,1200,Hermit Crab Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,207,75,Monster,Water 1,20,70,FALSE,Slowpoke,Pink,Upright
Magnemite,81,Magnet Pull,Sturdy,Analytic,Electric,Steel,25,35,70,95,55,45,3,60,Magnet Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Mineral,,20,70,TRUE,,Gray,Arms
Magneton,82,Magnet Pull,Sturdy,Analytic,Electric,Steel,50,60,95,120,70,70,10,600,Magnet Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,163,60,Mineral,,20,70,TRUE,Magnemite,Gray,Heads
Farfetchd,83,Keen Eye,Inner Focus,Defiant,Normal,Flying,52,90,55,58,62,60,8,150,Wild Duck Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,132,45,Flying,Field,20,70,FALSE,,Brown,Wings
Farfetchd Galar,83,Steadfast,Scrappy,,Fighting,,52,95,55,58,62,55,8,420,Wild Duck Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,132,45,Flying,Field,20,70,FALSE,,Brown,Wings
Doduo,84,Run Away,Early Bird,Tangled Feet,Normal,Flying,35,85,45,35,35,75,14,392,Twin Bird Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,190,Flying,,20,70,TRUE,,Brown,Legs
Dodrio,85,Run Away,Early Bird,Tangled Feet,Normal,Flying,60,110,70,60,60,110,18,852,Triple Bird Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,45,Flying,,20,70,FALSE,Doduo,Brown,Legs
Seel,86,Thick Fat,Hydration,Ice Body,Water,,65,45,55,45,70,45,11,900,Sea Lion Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Water 1,Field,20,70,TRUE,,White,Fish
Dewgong,87,Thick Fat,Hydration,Ice Body,Water,Ice,90,70,80,70,95,70,17,1200,Sea Lion Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,75,Water 1,Field,20,70,FALSE,Seel,White,Fish
Grimer,88,Stench,Sticky Hold,Poison Touch,Poison,,80,80,50,40,50,25,9,300,Sludge Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Amorphous,,20,70,TRUE,,Purple,Arms
Grimer Alola,88,Poison Touch,Gluttony,Power Of Alchemy,Poison,Dark,80,80,50,40,50,25,7,420,Sludge Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,190,Amorphous,,20,70,TRUE,,Purple,Arms
Muk,89,Stench,Sticky Hold,Poison Touch,Poison,,105,105,75,65,100,50,12,300,Sludge Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,75,Amorphous,,20,70,FALSE,Grimer,Purple,Arms
Muk Alola,89,Poison Touch,Gluttony,Power Of Alchemy,Poison,Dark,105,105,75,65,100,50,10,520,Sludge Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,175,75,Amorphous,,20,70,FALSE,Grimer,Purple,Arms
Shellder,90,Shell Armor,Skill Link,Overcoat,Water,,30,65,100,45,25,40,3,40,Bivalve Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Water 3,,20,70,TRUE,,Purple,Ball
Cloyster,91,Shell Armor,Skill Link,Overcoat,Water,Ice,50,95,180,85,45,70,15,1325,Bivalve Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,60,Water 3,,20,70,FALSE,Shellder,Purple,Ball
Gastly,92,Levitate,,,Ghost,Poison,30,35,30,100,35,80,13,1,Gas Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,190,Amorphous,,20,70,TRUE,,Purple,Ball
Haunter,93,Levitate,,,Ghost,Poison,45,50,45,115,55,95,16,1,Gas Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,90,Amorphous,,20,70,TRUE,Gastly,Purple,Arms
Gengar,94,Cursed Body,,,Ghost,Poison,60,65,60,130,75,110,15,405,Shadow Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,225,45,Amorphous,,20,70,FALSE,Haunter,Purple,Upright
Gengar Gmax,94,Cursed Body,,,Ghost,Poison,60,65,60,130,75,110,200,10000,Shadow Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,225,45,Amorphous,,20,70,FALSE,Haunter,Purple,Upright
Gengar Mega,94,Shadow Tag,,,Ghost,Poison,60,65,80,170,95,130,14,405,Shadow Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,270,45,Amorphous,,20,70,FALSE,Haunter,Purple,Upright
Onix,95,Rock Head,Sturdy,Weak Armor,Rock,Ground,35,45,160,30,45,70,88,2100,Rock Snake Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,77,45,Mineral,,25,70,TRUE,,Gray,Squiggle
Drowzee,96,Insomnia,Forewarn,Inner Focus,Psychic,,60,48,45,43,90,42,10,324,Hypnosis Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,190,Human-Like,,20,70,TRUE,,Yellow,Humanoid
Hypno,97,Insomnia,Forewarn,Inner Focus,Psychic,,85,73,70,73,115,67,16,756,Hypnosis Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,169,75,Human-Like,,20,70,FALSE,Drowzee,Yellow,Humanoid
Krabby,98,Hyper Cutter,Shell Armor,Sheer Force,Water,,30,105,90,25,25,50,4,65,River Crab Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,225,Water 3,,20,70,TRUE,,Red,Armor
Kingler,99,Hyper Cutter,Shell Armor,Sheer Force,Water,,55,130,115,50,50,75,13,600,Pincer Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,60,Water 3,,20,70,FALSE,Krabby,Red,Armor
Kingler Gmax,99,Hyper Cutter,Shell Armor,Sheer Force,Water,,55,130,115,50,50,75,190,10000,Pincer Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,166,60,Water 3,,20,70,FALSE,Krabby,Red,Armor
Voltorb,100,Soundproof,Static,Aftermath,Electric,,40,30,50,55,55,100,5,104,Ball Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,66,190,Mineral,,20,70,TRUE,,Red,Ball
Electrode,101,Soundproof,Static,Aftermath,Electric,,60,50,70,80,80,150,12,666,Ball Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,172,60,Mineral,,20,70,FALSE,Voltorb,Red,Ball
Exeggcute,102,Chlorophyll,Harvest,,Grass,Psychic,60,40,80,60,45,40,4,25,Egg Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,90,Grass,,20,70,TRUE,,Pink,Heads
Exeggutor,103,Chlorophyll,Harvest,,Grass,Psychic,95,95,85,125,75,55,20,1200,Coconut Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,186,45,Grass,,20,70,FALSE,Exeggcute,Yellow,Legs
Exeggutor Alola,103,Frisk,Harvest,,Grass,Dragon,95,105,85,125,75,45,109,4156,Coconut Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,186,45,Grass,,20,70,FALSE,Exeggcute,Yellow,Legs
Cubone,104,Rock Head,Lightning Rod,Battle Armor,Ground,,50,50,95,40,50,35,4,65,Lonely Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,190,Monster,,20,70,TRUE,,Brown,Upright
Marowak,105,Rock Head,Lightning Rod,Battle Armor,Ground,,60,80,110,50,80,45,10,450,Bone Keeper Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,149,75,Monster,,20,70,FALSE,Cubone,Brown,Upright
Marowak Alola,105,Cursed Body,Lightning Rod,Rock Head,Fire,Ghost,60,80,110,50,80,45,10,340,Bone Keeper Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149,75,Monster,,20,70,FALSE,Cubone,Brown,Upright
Marowak Totem,105,Cursed Body,Lightning Rod,Rock Head,Fire,Ghost,60,80,110,50,80,45,17,980,Bone Keeper Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149,75,Monster,,20,70,FALSE,Cubone,Brown,Upright
Hitmonlee,106,Limber,Reckless,Unburden,Fighting,,50,120,53,35,110,87,15,498,Kicking Pokémon,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,45,Human-Like,,25,70,FALSE,Tyrogue,Brown,Humanoid
Hitmonchan,107,Keen Eye,Iron Fist,Inner Focus,Fighting,,50,105,79,35,110,76,14,502,Punching Pokémon,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,45,Human-Like,,25,70,FALSE,Tyrogue,Brown,Humanoid
Lickitung,108,Own Tempo,Oblivious,Cloud Nine,Normal,,90,55,75,60,75,30,12,655,Licking Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,77,45,Monster,,20,70,TRUE,,Pink,Upright
Koffing,109,Levitate,,,Poison,,40,65,95,60,45,35,6,10,Poison Gas Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,190,Amorphous,,20,70,TRUE,,Purple,Ball
Weezing,110,Levitate,,,Poison,,65,90,120,85,70,60,12,95,Poison Gas Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,60,Amorphous,,20,70,FALSE,Koffing,Purple,Heads
Weezing Galar,110,Levitate,Neutralizing Gas,Misty Surge,Poison,Fairy,65,90,120,85,70,60,30,160,Poison Gas Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,172,60,Amorphous,,20,70,FALSE,Koffing,Purple,Heads
Rhyhorn,111,Lightning Rod,Rock Head,Reckless,Ground,Rock,80,85,95,30,30,25,10,1150,Spikes Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,69,120,Monster,Field,20,70,TRUE,,Gray,Quadruped
Rhydon,112,Lightning Rod,Rock Head,Reckless,Ground,Rock,105,130,120,45,45,40,19,1200,Drill Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,60,Monster,Field,20,70,TRUE,Rhyhorn,Gray,Upright
Chansey,113,Natural Cure,Serene Grace,Healer,Normal,,250,5,5,35,105,50,11,346,Egg Pokémon,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,395,30,Fairy,,40,140,TRUE,Happiny,Pink,Upright
Tangela,114,Chlorophyll,Leaf Guard,Regenerator,Grass,,65,55,115,100,40,60,10,350,Vine Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,87,45,Grass,,20,70,TRUE,,Blue,Legs
Kangaskhan,115,Early Bird,Scrappy,Inner Focus,Normal,,105,95,80,40,80,90,22,800,Parent Pokémon,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,172,45,Monster,,20,70,FALSE,,Brown,Upright
Kangaskhan Mega,115,Parental Bond,,,Normal,,105,125,100,60,100,100,22,1000,Parent Pokémon,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,207,45,Monster,,20,70,FALSE,,Brown,Upright
Horsea,116,Swift Swim,Sniper,Damp,Water,,30,40,70,70,25,60,4,80,Dragon Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,59,225,Water 1,Dragon,20,70,TRUE,,Blue,Blob
Seadra,117,Poison Point,Sniper,Damp,Water,,55,65,95,95,45,85,12,250,Dragon Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,154,75,Water 1,Dragon,20,70,TRUE,Horsea,Blue,Blob
Goldeen,118,Swift Swim,Water Veil,Lightning Rod,Water,,45,67,60,35,50,63,6,150,Goldfish Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,225,Water 2,,20,70,TRUE,,Red,Fish
Seaking,119,Swift Swim,Water Veil,Lightning Rod,Water,,80,92,65,65,80,68,13,390,Goldfish Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,158,60,Water 2,,20,70,FALSE,Goldeen,Red,Fish
Staryu,120,Illuminate,Natural Cure,Analytic,Water,,30,45,55,70,55,85,8,345,Star Shape Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,68,225,Water 3,,20,70,TRUE,,Brown,Blob
Starmie,121,Illuminate,Natural Cure,Analytic,Water,Psychic,60,75,85,100,85,115,11,800,Mysterious Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,182,60,Water 3,,20,70,FALSE,Staryu,Purple,Blob
Mr Mime,122,Soundproof,Filter,Technician,Psychic,Fairy,40,45,65,100,120,90,13,545,Barrier Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,161,45,Human-Like,,25,70,FALSE,Mime Jr,Pink,Humanoid
Mr Mime Galar,122,Vital Spirit,Screen Cleaner,Ice Body,Ice,Psychic,50,65,65,90,90,100,14,568,Barrier Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,161,45,Human-Like,,25,70,FALSE,Mime Jr,Pink,Humanoid
Scyther,123,Swarm,Technician,Steadfast,Bug,Flying,70,110,80,55,80,105,15,560,Mantis Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,100,45,Bug,,25,70,TRUE,,Green,Bug-Wings
Jynx,124,Oblivious,Forewarn,Dry Skin,Ice,Psychic,65,50,35,115,95,95,14,406,Human Shape Pokémon,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,45,Human-Like,,25,70,FALSE,Smoochum,Red,Humanoid
Electabuzz,125,Static,Vital Spirit,,Electric,,65,83,57,95,85,105,11,300,Electric Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Human-Like,,25,70,TRUE,Elekid,Yellow,Upright
Magmar,126,Flame Body,Vital Spirit,,Fire,,65,95,57,100,85,93,13,445,Spitfire Pokémon,1,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,45,Human-Like,,25,70,TRUE,Magby,Red,Upright
Pinsir,127,Hyper Cutter,Mold Breaker,Moxie,Bug,,65,125,100,55,70,85,15,550,Stag Beetle Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,175,45,Bug,,25,70,FALSE,,Brown,Humanoid
Pinsir Mega,127,Aerilate,,,Bug,Flying,65,155,120,65,90,105,17,590,Stag Beetle Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,210,45,Bug,,25,70,FALSE,,Brown,Humanoid
Tauros,128,Intimidate,Anger Point,Sheer Force,Normal,,75,100,95,40,70,110,14,884,Wild Bull Pokémon,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Field,,20,70,FALSE,,Brown,Quadruped
Magikarp,129,Swift Swim,Rattled,,Water,,20,10,55,15,20,80,9,100,Fish Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40,255,Water 2,Dragon,5,70,TRUE,,Red,Fish
Gyarados,130,Intimidate,Moxie,,Water,Flying,95,125,79,60,100,81,65,2350,Atrocious Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,189,45,Water 2,Dragon,5,70,FALSE,Magikarp,Blue,Squiggle
Gyarados Mega,130,Mold Breaker,,,Water,Dark,95,155,109,70,130,81,65,3050,Atrocious Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,224,45,Water 2,Dragon,5,70,FALSE,Magikarp,Blue,Squiggle
Lapras,131,Water Absorb,Shell Armor,Hydration,Water,Ice,130,85,80,85,95,60,25,2200,Transport Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,187,45,Monster,Water 1,40,70,FALSE,,Blue,Fish
Lapras Gmax,131,Water Absorb,Shell Armor,Hydration,Water,Ice,130,85,80,85,95,60,240,10000,Transport Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,187,45,Monster,Water 1,40,70,FALSE,,Blue,Fish
Ditto,132,Limber,Imposter,,Normal,,48,48,48,48,48,48,3,40,Transform Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,101,35,Ditto,,20,70,FALSE,,Purple,Ball
Eevee,133,Run Away,Adaptability,Anticipation,Normal,,55,55,50,45,65,55,3,65,Evolution Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,45,Field,,35,70,TRUE,,Brown,Quadruped
Eevee Gmax,133,Run Away,Adaptability,Anticipation,Normal,,55,55,50,45,65,55,180,10000,Evolution Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,45,Field,,35,70,TRUE,,Brown,Quadruped
Vaporeon,134,Water Absorb,Hydration,,Water,,130,65,60,110,95,65,10,290,Bubble Jet Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,45,Field,,35,70,FALSE,Eevee,Blue,Quadruped
Jolteon,135,Volt Absorb,Quick Feet,,Electric,,65,65,60,110,95,130,8,245,Lightning Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,45,Field,,35,70,FALSE,Eevee,Yellow,Quadruped
Flareon,136,Flash Fire,Guts,,Fire,,65,130,60,95,110,65,9,250,Flame Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,45,Field,,35,70,FALSE,Eevee,Red,Quadruped
Porygon,137,Trace,Download,Analytic,Normal,,65,60,70,85,75,40,8,365,Virtual Pokémon,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,79,45,Mineral,,20,70,TRUE,,Pink,Legs
Omanyte,138,Swift Swim,Shell Armor,Weak Armor,Rock,Water,35,40,100,90,55,35,4,75,Spiral Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,45,Water 1,Water 3,30,70,TRUE,,Blue,Tentacles
Omastar,139,Swift Swim,Shell Armor,Weak Armor,Rock,Water,70,60,125,115,70,55,10,350,Spiral Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,45,Water 1,Water 3,30,70,FALSE,Omanyte,Blue,Tentacles
Kabuto,140,Swift Swim,Battle Armor,Weak Armor,Rock,Water,30,80,90,55,45,55,5,115,Shellfish Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,45,Water 1,Water 3,30,70,TRUE,,Brown,Armor
Kabutops,141,Swift Swim,Battle Armor,Weak Armor,Rock,Water,60,115,105,65,70,80,13,405,Shellfish Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,45,Water 1,Water 3,30,70,FALSE,Kabuto,Brown,Upright
Aerodactyl,142,Rock Head,Pressure,Unnerve,Rock,Flying,80,105,65,60,75,130,18,590,Fossil Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,180,45,Flying,,35,70,FALSE,,Purple,Wings
Aerodactyl Mega,142,Tough Claws,,,Rock,Flying,80,135,85,70,95,150,21,790,Fossil Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,215,45,Flying,,35,70,FALSE,,Purple,Wings
Snorlax,143,Immunity,Thick Fat,Gluttony,Normal,,160,110,65,65,110,30,21,4600,Sleeping Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,189,25,Monster,,40,70,FALSE,Munchlax,Black,Humanoid
Snorlax Gmax,143,Immunity,Thick Fat,Gluttony,Normal,,160,110,65,65,110,30,350,10000,Sleeping Pokémon,1,0.125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,189,25,Monster,,40,70,FALSE,Munchlax,Black,Humanoid
Articuno,144,Pressure,Snow Cloak,,Ice,Flying,90,85,100,95,125,85,17,554,Freeze Pokémon,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,,80,35,FALSE,,Blue,Wings
Articuno Galar,144,Competitive,,,Psychic,Flying,90,85,85,125,100,95,17,509,Freeze Pokémon,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,261,3,Undiscovered,,80,35,FALSE,,Blue,Wings
Zapdos,145,Pressure,Static,,Electric,Flying,90,90,85,125,90,100,16,526,Electric Pokémon,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,,80,35,FALSE,,Yellow,Wings
Zapdos Galar,145,Defiant,,,Fighting,Flying,90,125,90,85,90,100,16,582,Electric Pokémon,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,261,3,Undiscovered,,80,35,FALSE,,Yellow,Wings
Moltres,146,Pressure,Flame Body,,Fire,Flying,90,100,90,125,85,90,20,600,Flame Pokémon,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,,80,35,FALSE,,Yellow,Wings
Moltres Galar,146,Berserk,,,Dark,Flying,90,85,90,100,125,90,20,660,Flame Pokémon,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,261,3,Undiscovered,,80,35,FALSE,,Yellow,Wings
Dratini,147,Shed Skin,Marvel Scale,,Dragon,,41,64,45,50,50,50,18,33,Dragon Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,45,Water 1,Dragon,40,35,TRUE,,Blue,Squiggle
Dragonair,148,Shed Skin,Marvel Scale,,Dragon,,61,84,65,70,70,70,40,165,Dragon Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Water 1,Dragon,40,35,TRUE,Dratini,Blue,Squiggle
Dragonite,149,Inner Focus,Multiscale,,Dragon,Flying,91,134,95,100,100,80,22,2100,Dragon Pokémon,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,270,45,Water 1,Dragon,40,35,FALSE,Dragonair,Brown,Upright
